Pelicula,Director,Duración,Sala,Horario,Fecha,Cine,Film_URL,Poster_URL,Idioma_Original,Calificación,Estreno,Intérpretes,Sinopsis
RONDALLAS,Daniel Sánchez Arévalo,112,01,16:00,2026-02-18,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/rondallas/,https://media.pillalas.com/imagenes/726afb526abffa837e9904cf9605e92b548ae9aee41492f9aff2d6b9abb046215ab8ce23.jpg,Castellano,No recomendada para menores de 12 años,Jueves 1 Enero 2026,"Javier Gutiérrez, María Vázquez, Judith Fernández, Tamar Novas, Carlos Blanco, Fer Fraga, Xosé A. Touriñán, Marta Larralde, Lola López Rodríguez","Dos años después del trágico naufragio de un barco pesquero que sacudió a un pequeño pueblo marinero gallego, algunos miembros de la rondalla, una agrupación de música tradicional en la que participan desde niños hasta ancianos, deciden que ya es hora de recuperar la ilusión y dejar el luto atrás. Por ello vuelven a unirse para ponerla en marcha con la intención de competir en un concurso contra los pueblos vecinos, pero sobre todo de empezar a mirar hacia delante de nuevo."
RONDALLAS,Daniel Sánchez Arévalo,112,04,18:35,2026-02-18,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/rondallas/,https://media.pillalas.com/imagenes/726afb526abffa837e9904cf9605e92b548ae9aee41492f9aff2d6b9abb046215ab8ce23.jpg,Castellano,No recomendada para menores de 12 años,Jueves 1 Enero 2026,"Javier Gutiérrez, María Vázquez, Judith Fernández, Tamar Novas, Carlos Blanco, Fer Fraga, Xosé A. Touriñán, Marta Larralde, Lola López Rodríguez","Dos años después del trágico naufragio de un barco pesquero que sacudió a un pequeño pueblo marinero gallego, algunos miembros de la rondalla, una agrupación de música tradicional en la que participan desde niños hasta ancianos, deciden que ya es hora de recuperar la ilusión y dejar el luto atrás. Por ello vuelven a unirse para ponerla en marcha con la intención de competir en un concurso contra los pueblos vecinos, pero sobre todo de empezar a mirar hacia delante de nuevo."
RONDALLAS,Daniel Sánchez Arévalo,112,04,20:40,2026-02-18,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/rondallas/,https://media.pillalas.com/imagenes/726afb526abffa837e9904cf9605e92b548ae9aee41492f9aff2d6b9abb046215ab8ce23.jpg,Castellano,No recomendada para menores de 12 años,Jueves 1 Enero 2026,"Javier Gutiérrez, María Vázquez, Judith Fernández, Tamar Novas, Carlos Blanco, Fer Fraga, Xosé A. Touriñán, Marta Larralde, Lola López Rodríguez","Dos años después del trágico naufragio de un barco pesquero que sacudió a un pequeño pueblo marinero gallego, algunos miembros de la rondalla, una agrupación de música tradicional en la que participan desde niños hasta ancianos, deciden que ya es hora de recuperar la ilusión y dejar el luto atrás. Por ello vuelven a unirse para ponerla en marcha con la intención de competir en un concurso contra los pueblos vecinos, pero sobre todo de empezar a mirar hacia delante de nuevo."
RONDALLAS,Daniel Sánchez Arévalo,112,04,22:45,2026-02-18,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/rondallas/,https://media.pillalas.com/imagenes/726afb526abffa837e9904cf9605e92b548ae9aee41492f9aff2d6b9abb046215ab8ce23.jpg,Castellano,No recomendada para menores de 12 años,Jueves 1 Enero 2026,"Javier Gutiérrez, María Vázquez, Judith Fernández, Tamar Novas, Carlos Blanco, Fer Fraga, Xosé A. Touriñán, Marta Larralde, Lola López Rodríguez","Dos años después del trágico naufragio de un barco pesquero que sacudió a un pequeño pueblo marinero gallego, algunos miembros de la rondalla, una agrupación de música tradicional en la que participan desde niños hasta ancianos, deciden que ya es hora de recuperar la ilusión y dejar el luto atrás. Por ello vuelven a unirse para ponerla en marcha con la intención de competir en un concurso contra los pueblos vecinos, pero sobre todo de empezar a mirar hacia delante de nuevo."
HISTORIAS DEL BUEN VALLE,José Luis Guerin,122,05,16:00,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/historias-del-buen-valle/,https://media.pillalas.com/imagenes/726afb526abffa838aaf07790a37e874c7509f5af4e227ab1664533c196269093a9c8841.jpg,Castellano,Pendiente de calificación,Viernes 13 Febrero 2026,Documental,"En el paisaje indefinido de un barrio periférico, entre el mundo rural y el urbano, coexisten las casas levantadas por los primeros migrantes, quienes llegaron de toda España tras la posguerra…, y los nuevos bloques y viviendas de la ciudad dormitorio, donde se concentra la nueva migración, convirtiendo este humilde rincón en una auténtica aldea global. Historias del buen valle es una suma de imaginarios, de conflictos sociales, generacionales e identitarios, urbanísticos y ecológicos; pero es también una mirada reposada y humanista sobre el mundo actual."
HISTORIAS DEL BUEN VALLE,José Luis Guerin,122,02,18:05,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/historias-del-buen-valle/,https://media.pillalas.com/imagenes/726afb526abffa838aaf07790a37e874c7509f5af4e227ab1664533c196269093a9c8841.jpg,Castellano,Pendiente de calificación,Viernes 13 Febrero 2026,Documental,"En el paisaje indefinido de un barrio periférico, entre el mundo rural y el urbano, coexisten las casas levantadas por los primeros migrantes, quienes llegaron de toda España tras la posguerra…, y los nuevos bloques y viviendas de la ciudad dormitorio, donde se concentra la nueva migración, convirtiendo este humilde rincón en una auténtica aldea global. Historias del buen valle es una suma de imaginarios, de conflictos sociales, generacionales e identitarios, urbanísticos y ecológicos; pero es también una mirada reposada y humanista sobre el mundo actual."
HISTORIAS DEL BUEN VALLE,José Luis Guerin,122,05,20:25,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/historias-del-buen-valle/,https://media.pillalas.com/imagenes/726afb526abffa838aaf07790a37e874c7509f5af4e227ab1664533c196269093a9c8841.jpg,Castellano,Pendiente de calificación,Viernes 13 Febrero 2026,Documental,"En el paisaje indefinido de un barrio periférico, entre el mundo rural y el urbano, coexisten las casas levantadas por los primeros migrantes, quienes llegaron de toda España tras la posguerra…, y los nuevos bloques y viviendas de la ciudad dormitorio, donde se concentra la nueva migración, convirtiendo este humilde rincón en una auténtica aldea global. Historias del buen valle es una suma de imaginarios, de conflictos sociales, generacionales e identitarios, urbanísticos y ecológicos; pero es también una mirada reposada y humanista sobre el mundo actual."
HISTORIAS DEL BUEN VALLE,José Luis Guerin,122,02,22:30,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/historias-del-buen-valle/,https://media.pillalas.com/imagenes/726afb526abffa838aaf07790a37e874c7509f5af4e227ab1664533c196269093a9c8841.jpg,Castellano,Pendiente de calificación,Viernes 13 Febrero 2026,Documental,"En el paisaje indefinido de un barrio periférico, entre el mundo rural y el urbano, coexisten las casas levantadas por los primeros migrantes, quienes llegaron de toda España tras la posguerra…, y los nuevos bloques y viviendas de la ciudad dormitorio, donde se concentra la nueva migración, convirtiendo este humilde rincón en una auténtica aldea global. Historias del buen valle es una suma de imaginarios, de conflictos sociales, generacionales e identitarios, urbanísticos y ecológicos; pero es también una mirada reposada y humanista sobre el mundo actual."
LA CHICA ZURDA,Shih-Ching Tsou,108,02,16:00,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/la-chica-zurda/,https://media.pillalas.com/imagenes/726afb526abffa83e5ee5674d1ac0b73f39c1d9ebacca7f6a4c573d6423a82f140c7a520.jpg,Mandarín,No recomendada para menores de 12 años,Viernes 30 Enero 2026,"Shi-Yuan Ma, Janel Tsai, Nina Ye, Teng-Hui Huang, Akio Chen, Blaire Chang, Xin-Yan Chao","La pequeña I-Jing corretea con curiosidad por las calles de un mercado nocturno de Taipei, entre neones, motocicletas y toda clase de puestos de comida como el que regenta su madre, que trata de sacar adelante a la niña y a su hermana mayor."
LA CHICA ZURDA,Shih-Ching Tsou,108,05,18:20,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/la-chica-zurda/,https://media.pillalas.com/imagenes/726afb526abffa83e5ee5674d1ac0b73f39c1d9ebacca7f6a4c573d6423a82f140c7a520.jpg,Mandarín,No recomendada para menores de 12 años,Viernes 30 Enero 2026,"Shi-Yuan Ma, Janel Tsai, Nina Ye, Teng-Hui Huang, Akio Chen, Blaire Chang, Xin-Yan Chao","La pequeña I-Jing corretea con curiosidad por las calles de un mercado nocturno de Taipei, entre neones, motocicletas y toda clase de puestos de comida como el que regenta su madre, que trata de sacar adelante a la niña y a su hermana mayor."
LA CHICA ZURDA,Shih-Ching Tsou,108,02,20:25,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/la-chica-zurda/,https://media.pillalas.com/imagenes/726afb526abffa83e5ee5674d1ac0b73f39c1d9ebacca7f6a4c573d6423a82f140c7a520.jpg,Mandarín,No recomendada para menores de 12 años,Viernes 30 Enero 2026,"Shi-Yuan Ma, Janel Tsai, Nina Ye, Teng-Hui Huang, Akio Chen, Blaire Chang, Xin-Yan Chao","La pequeña I-Jing corretea con curiosidad por las calles de un mercado nocturno de Taipei, entre neones, motocicletas y toda clase de puestos de comida como el que regenta su madre, que trata de sacar adelante a la niña y a su hermana mayor."
LA CHICA ZURDA,Shih-Ching Tsou,108,05,22:45,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/la-chica-zurda/,https://media.pillalas.com/imagenes/726afb526abffa83e5ee5674d1ac0b73f39c1d9ebacca7f6a4c573d6423a82f140c7a520.jpg,Mandarín,No recomendada para menores de 12 años,Viernes 30 Enero 2026,"Shi-Yuan Ma, Janel Tsai, Nina Ye, Teng-Hui Huang, Akio Chen, Blaire Chang, Xin-Yan Chao","La pequeña I-Jing corretea con curiosidad por las calles de un mercado nocturno de Taipei, entre neones, motocicletas y toda clase de puestos de comida como el que regenta su madre, que trata de sacar adelante a la niña y a su hermana mayor."
LA TARTA DEL PRESIDENTE,Hasan Hadi,105,03,16:00,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/20260216050507-la-tarta-del-presidente/,https://media.pillalas.com/imagenes/726afb526abffa83eda64f8b418bec544f18146f6ca2869a88655e1df49985337de64299.jpg,Iraquí,No recomendada para menores de 12 años,Viernes 6 Febrero 2026,"Baneen Ahmad Nayyef, Waheed Thabet Khreibat, Sajad Mohamad Qasem, Muthanna Malaghi, Ahmad Qasem Saywan, Maytham Mreidi, Rahim Alhaj, Thaer Salem, Fatima Abouharoon","Irak, años noventa. La pequeña Lamia recibe la misión de preparar una tarta con motivo del cumpleaños del presidente Sadam Huseín. Acompañada por su amigo Saeed y con su gallo Hindi a cuestas, recorre Bagdad en busca de los ingredientes, viviendo una serie de peripecias que alterarán por completo su vida cotidiana."
LA TARTA DEL PRESIDENTE,Hasan Hadi,105,01,18:10,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/20260216050507-la-tarta-del-presidente/,https://media.pillalas.com/imagenes/726afb526abffa83eda64f8b418bec544f18146f6ca2869a88655e1df49985337de64299.jpg,Iraquí,No recomendada para menores de 12 años,Viernes 6 Febrero 2026,"Baneen Ahmad Nayyef, Waheed Thabet Khreibat, Sajad Mohamad Qasem, Muthanna Malaghi, Ahmad Qasem Saywan, Maytham Mreidi, Rahim Alhaj, Thaer Salem, Fatima Abouharoon","Irak, años noventa. La pequeña Lamia recibe la misión de preparar una tarta con motivo del cumpleaños del presidente Sadam Huseín. Acompañada por su amigo Saeed y con su gallo Hindi a cuestas, recorre Bagdad en busca de los ingredientes, viviendo una serie de peripecias que alterarán por completo su vida cotidiana."
LA TARTA DEL PRESIDENTE,Hasan Hadi,105,03,20:35,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/20260216050507-la-tarta-del-presidente/,https://media.pillalas.com/imagenes/726afb526abffa83eda64f8b418bec544f18146f6ca2869a88655e1df49985337de64299.jpg,Iraquí,No recomendada para menores de 12 años,Viernes 6 Febrero 2026,"Baneen Ahmad Nayyef, Waheed Thabet Khreibat, Sajad Mohamad Qasem, Muthanna Malaghi, Ahmad Qasem Saywan, Maytham Mreidi, Rahim Alhaj, Thaer Salem, Fatima Abouharoon","Irak, años noventa. La pequeña Lamia recibe la misión de preparar una tarta con motivo del cumpleaños del presidente Sadam Huseín. Acompañada por su amigo Saeed y con su gallo Hindi a cuestas, recorre Bagdad en busca de los ingredientes, viviendo una serie de peripecias que alterarán por completo su vida cotidiana."
LA TARTA DEL PRESIDENTE,Hasan Hadi,105,01,22:45,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/20260216050507-la-tarta-del-presidente/,https://media.pillalas.com/imagenes/726afb526abffa83eda64f8b418bec544f18146f6ca2869a88655e1df49985337de64299.jpg,Iraquí,No recomendada para menores de 12 años,Viernes 6 Febrero 2026,"Baneen Ahmad Nayyef, Waheed Thabet Khreibat, Sajad Mohamad Qasem, Muthanna Malaghi, Ahmad Qasem Saywan, Maytham Mreidi, Rahim Alhaj, Thaer Salem, Fatima Abouharoon","Irak, años noventa. La pequeña Lamia recibe la misión de preparar una tarta con motivo del cumpleaños del presidente Sadam Huseín. Acompañada por su amigo Saeed y con su gallo Hindi a cuestas, recorre Bagdad en busca de los ingredientes, viviendo una serie de peripecias que alterarán por completo su vida cotidiana."
NO HAY OTRA OPCIÓN,Park Chan-Wook,139,04,16:00,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/no-hay-otra-opcion/,https://media.pillalas.com/imagenes/726afb526abffa83e98cada230d2630d116aedb31df5c86003a13faa95ff7aebd1eaf59a.jpg,Coreano,Pendiente de calificación,Viernes 13 Febrero 2026,"Lee Byung-Hun, Son Ye-Jin, Lee Sung-Min, Yeom Hye-Ran, Park Hee-Soon, Cha Seung-Won, Yoo Yeon-Seok","La historia sigue a un hombre de mediana edad llamado Man-su que se embarca decidido en una búsqueda de trabajo tras ser despedido inesperadamente de la compañía de papel en la que trabajó durante 25 años. ""Si no hay una vacante para mí, tendré que crear una para que me contraten. No hay otra opción"". Adaptación de la novela ""The Ax"" de Donald E. Westlake, que ya fue llevada al cine en la película ""Arcadia"", dirigida por Costa-Gavras en 2005."
NO HAY OTRA OPCIÓN,Park Chan-Wook,139,03,18:00,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/no-hay-otra-opcion/,https://media.pillalas.com/imagenes/726afb526abffa83e98cada230d2630d116aedb31df5c86003a13faa95ff7aebd1eaf59a.jpg,Coreano,Pendiente de calificación,Viernes 13 Febrero 2026,"Lee Byung-Hun, Son Ye-Jin, Lee Sung-Min, Yeom Hye-Ran, Park Hee-Soon, Cha Seung-Won, Yoo Yeon-Seok","La historia sigue a un hombre de mediana edad llamado Man-su que se embarca decidido en una búsqueda de trabajo tras ser despedido inesperadamente de la compañía de papel en la que trabajó durante 25 años. ""Si no hay una vacante para mí, tendré que crear una para que me contraten. No hay otra opción"". Adaptación de la novela ""The Ax"" de Donald E. Westlake, que ya fue llevada al cine en la película ""Arcadia"", dirigida por Costa-Gavras en 2005."
NO HAY OTRA OPCIÓN,Park Chan-Wook,139,01,20:10,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/no-hay-otra-opcion/,https://media.pillalas.com/imagenes/726afb526abffa83e98cada230d2630d116aedb31df5c86003a13faa95ff7aebd1eaf59a.jpg,Coreano,Pendiente de calificación,Viernes 13 Febrero 2026,"Lee Byung-Hun, Son Ye-Jin, Lee Sung-Min, Yeom Hye-Ran, Park Hee-Soon, Cha Seung-Won, Yoo Yeon-Seok","La historia sigue a un hombre de mediana edad llamado Man-su que se embarca decidido en una búsqueda de trabajo tras ser despedido inesperadamente de la compañía de papel en la que trabajó durante 25 años. ""Si no hay una vacante para mí, tendré que crear una para que me contraten. No hay otra opción"". Adaptación de la novela ""The Ax"" de Donald E. Westlake, que ya fue llevada al cine en la película ""Arcadia"", dirigida por Costa-Gavras en 2005."
NO HAY OTRA OPCIÓN,Park Chan-Wook,139,03,22:40,2026-02-19,Renoir Plaza de España,https://www.cinesrenoir.com/pelicula/no-hay-otra-opcion/,https://media.pillalas.com/imagenes/726afb526abffa83e98cada230d2630d116aedb31df5c86003a13faa95ff7aebd1eaf59a.jpg,Coreano,Pendiente de calificación,Viernes 13 Febrero 2026,"Lee Byung-Hun, Son Ye-Jin, Lee Sung-Min, Yeom Hye-Ran, Park Hee-Soon, Cha Seung-Won, Yoo Yeon-Seok","La historia sigue a un hombre de mediana edad llamado Man-su que se embarca decidido en una búsqueda de trabajo tras ser despedido inesperadamente de la compañía de papel en la que trabajó durante 25 años. ""Si no hay una vacante para mí, tendré que crear una para que me contraten. No hay otra opción"". Adaptación de la novela ""The Ax"" de Donald E. Westlake, que ya fue llevada al cine en la película ""Arcadia"", dirigida por Costa-Gavras en 2005."
